verse_key,position,arabic,transliteration,malay_base,english,old_thai,new_thai,category,correction_reason
24:33,7,يُغْنِيَهُمُ,yugh'niyahumu,memberi kekayaan/kemampuan kepada mereka,Allah enriches them,อัลลอฮฺจะทรงให้พวกเขาพอฐานะ,จะทรงให้พวกเขาพอฐานะ,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
24:36,3,أَذِنَ,adhina,mengizinkan,(which) Allah ordered,ที่อัลลอฮฺทรงอนุญาต,ที่ทรงอนุญาต,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
24:38,1,لِيَجْزِيَهُمُ,liyajziyahumu,karena hendak memberi balasan mereka,That Allah may reward them,เพื่อที่อัลลอฮฺจะทรงตอบแทนพวกเขา,เพื่อที่จะทรงตอบแทนพวกเขา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
24:38,3,أَحْسَنَ,aḥsana,lebih baik,(with the) best,ด้วยสิ่งที่ดีที่สุด,ด้วยดีที่สุด,PHRASE_PACKING_UNPACKED,Unpacked following noun 'สิ่งที่' from verb/phrase to establish strict 1-to-1 match
24:43,27,بِهِۦ,bihi,dengannya,with it,แก่ผู้ที่,แก่,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ผู้ที่' from verb/phrase to establish strict 1-to-1 match
24:47,14,أُو۟لَٰٓئِكَ,ulāika,mereka,those,เป็นผู้ศรัทธา,เป็น,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ผู้ศรัทธา' from verb/phrase to establish strict 1-to-1 match
25:38,2,وَثَمُودَا۟,wathamūdā,dan Tsamud,and Thamud,และชาวษะมูด,ษะมูด,PHRASE_PACKING_UNPACKED,Unpacked following noun 'และชาว' from verb/phrase to establish strict 1-to-1 match
25:54,9,وَصِهْرًۭا ۗ,waṣih'ran,dan hubungan perkawinan,and marriage relationship,และเป็นเครือญาติ,เครือญาติ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'และเป็น' from verb/phrase to establish strict 1-to-1 match
25:63,9,خَاطَبَهُمُ,khāṭabahumu,mengajak omong-omong mereka,address them,คนโง่เขลามาทักทายพวกเขา,มาทักทายพวกเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'คนโง่เขลา' from verb/phrase to establish strict 1-to-1 match
26:79,1,وَٱلَّذِى,wa-alladhī,dan yang,And the One Who,และพระองค์ผู้ทรง,และผู้ทรง,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พระองค์' from verb/phrase to establish strict 1-to-1 match
26:124,7,تَتَّقُونَ,tattaqūna,kamu bertakwa,you fear (Allah),(misaligned/shifted),ยำเกรงดอกหรือ,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
26:154,10,مِنَ,mina,dari/termasuk,(are) of,(misaligned/shifted),จาก,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
27:36,8,ءَاتَٰنِۦَ,ātāniya,memberikan kepadaku,Allah has given me,อัลลอฮฺทรงประทานแก่ฉัน,ทรงประทานแก่ฉัน,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
27:65,3,يَعْلَمُ,yaʿlamu,mengetahui,knows,ผู้ใดรู้,รู้,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ผู้ใด' from verb/phrase to establish strict 1-to-1 match
27:67,1,وَقَالَ,waqāla,dan berkata,And say,และบรรดาผู้ที่,และ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาผู้ที่' from verb/phrase to establish strict 1-to-1 match
28:27,28,مِنَ,mina,dari/termasuk,of,(misaligned/shifted),จาก,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
28:31,18,مِنَ,mina,dari/termasuk,(are) of,(misaligned/shifted),จาก,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
28:37,1,وَقَالَ,waqāla,dan berkata,And Musa said,และมูซากล่าว,และกล่าว,PHRASE_PACKING_UNPACKED,Unpacked following noun 'มูซา' from verb/phrase to establish strict 1-to-1 match
28:79,6,قَالَ,qāla,berkata,Said,บรรดาผู้ที่กล่าวว่า,กล่าวว่า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาผู้ที่' from verb/phrase to establish strict 1-to-1 match
29:2,1,أَحَسِبَ,aḥasiba,apakah mengira,Do think,มนุษย์คิดแล้วหรือว่า,คิดแล้วหรือว่า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'มนุษย์' from verb/phrase to establish strict 1-to-1 match
29:7,9,أَحْسَنَ,aḥsana,lebih baik,(the) best,ด้วยสิ่งที่ดีกว่า,ด้วยดีกว่า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'สิ่งที่' from verb/phrase to establish strict 1-to-1 match
29:24,11,فَأَنجَٰهُ,fa-anjāhu,lalu menyelamatkannya,But Allah saved him,แล้วอัลลอฮฺได้ทรงช่วยเขาให้รอดพ้น,แล้วได้ทรงช่วยเขาให้รอดพ้น,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
29:25,16,يَكْفُرُ,yakfuru,mengingkari,you will deny,บางคนในพวกเจ้าจะปฏิเสธ,ในพวกเจ้าจะปฏิเสธ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บางคน' from verb/phrase to establish strict 1-to-1 match
29:26,1,۞ فَـَٔامَنَ,faāmana,maka beriman,And believed,(misaligned/shifted),ดังนั้นจึงได้ศรัทธา,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
29:26,2,لَهُۥ,lahu,kepadanya,[in] him,(misaligned/shifted),ต่อเขา,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
29:26,3,لُوطٌۭ ۘ,lūṭun,Lut,Lut,(misaligned/shifted),ลูฏ,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
29:26,4,وَقَالَ,waqāla,dan dia berkata,and he said,(misaligned/shifted),และเขาได้กล่าวว่า,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
29:26,5,إِنِّى,innī,sesungguhnya aku,Indeed I (am),(misaligned/shifted),แท้จริงฉัน,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
29:26,6,مُهَاجِرٌ,muhājirun,berpindah,emigrating,(misaligned/shifted),เป็นผู้อพยพ,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
29:26,7,إِلَىٰ,ilā,kepada,to,(misaligned/shifted),ไปยัง,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
29:26,8,رَبِّىٓ ۖ,rabbī,Tuhanku,my Lord,(misaligned/shifted),พระเจ้าของฉัน,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
29:26,9,إِنَّهُۥ,innahu,sesungguhnya Dia,"Indeed, He",(misaligned/shifted),แท้จริงพระองค์,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
29:26,10,هُوَ,huwa,Dia,[He] (is),(misaligned/shifted),พระองค์,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
29:26,11,ٱلْعَزِيزُ,l-ʿazīzu,Maha Perkasa,the All-Mighty,(misaligned/shifted),ผู้ทรงอำนาจยิ่ง,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
29:26,12,ٱلْحَكِيمُ,l-ḥakīmu,Maha Bijaksana,the All-Wise,(misaligned/shifted),ผู้ทรงปรีชาญาณ,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
29:31,10,هَٰذِهِ,hādhihi,ini,(of) this,เมืองนี้,นี้,PHRASE_PACKING_UNPACKED,Unpacked following noun 'เมือง' from verb/phrase to establish strict 1-to-1 match
29:34,5,هَٰذِهِ,hādhihi,ini,(of) this,เมืองนี้,นี้,PHRASE_PACKING_UNPACKED,Unpacked following noun 'เมือง' from verb/phrase to establish strict 1-to-1 match
29:67,7,وَيُتَخَطَّفُ,wayutakhaṭṭafu,dan rampok-merampok,while are being taken away,ในขณะที่ผู้คนถูกฉุดคร่าไป,ในขณะที่ถูกฉุดคร่าไป,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ผู้คน' from verb/phrase to establish strict 1-to-1 match
30:33,9,ثُمَّ,thumma,kemudian,Then,ครั้นเมื่อ,ครั้น,PHRASE_PACKING_UNPACKED,Unpacked following noun 'เมื่อ' from verb/phrase to establish strict 1-to-1 match
31:14,4,حَمَلَتْهُ,ḥamalathu,mengandungnya,carried him,มารดาของเขาอุ้มท้องเขา,อุ้มท้องเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'มารดาของเขา' from verb/phrase to establish strict 1-to-1 match
31:34,21,بِأَىِّ,bi-ayyi,di mana,in what,ณ แผ่นดินใด,ณ ใด,PHRASE_PACKING_UNPACKED,Unpacked following noun 'แผ่นดิน' from verb/phrase to establish strict 1-to-1 match
33:9,9,جَآءَتْكُمْ,jāatkum,datang kepadamu,came to you,กองทัพได้มาหาพวกเจ้า,ได้มาหาพวกเจ้า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'กองทัพ' from verb/phrase to establish strict 1-to-1 match
33:32,12,فَيَطْمَعَ,fayaṭmaʿa,maka (sehingga) berkeinginan,lest should be moved with desire,เพื่อที่ผู้ซึ่ง,เพื่อที่,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ผู้ซึ่ง' from verb/phrase to establish strict 1-to-1 match
33:57,6,لَعَنَهُمُ,laʿanahumu,mengutuk mereka,Allah has cursed them,อัลลอฮฺทรงสาปแช่งพวกเขา,ทรงสาปแช่งพวกเขา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
33:69,9,فَبَرَّأَهُ,fabarra-ahu,maka membebaskannya,then Allah cleared him,แล้วอัลลอฮฺได้ทรงให้พ้นจากข้อกล่าวหา,แล้วได้ทรงให้พ้นจากข้อกล่าวหา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
33:72,13,وَحَمَلَهَا,waḥamalahā,dan memikulnya,but bore it,และมนุษย์ได้แบกรับมัน,และได้แบกรับมัน,PHRASE_PACKING_UNPACKED,Unpacked following noun 'มนุษย์' from verb/phrase to establish strict 1-to-1 match
33:73,1,لِّيُعَذِّبَ,liyuʿadhiba,karena akan menyiksa,So that Allah may punish,เพื่อที่อัลลอฮฺจะทรงลงทัณฑ์,เพื่อที่จะทรงลงทัณฑ์,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
34:49,5,يُبْدِئُ,yub'di-u,memulai,(can) originate,ความเท็จจะไม่เริ่มต้น,จะไม่เริ่มต้น,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ความเท็จ' from verb/phrase to establish strict 1-to-1 match
35:2,2,يَفْتَحِ,yaftaḥi,yang bukakan/anugerahkan,Allah grants,ที่อัลลอฮฺทรงเปิด,ที่ทรงเปิด,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
35:4,3,فَقَدْ,faqad,maka sesungguhnya,then certainly,(misaligned/shifted),แน่นอนว่า,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
35:4,4,كُذِّبَتْ,kudhibat,telah didustakan,were denied,(misaligned/shifted),ได้เคยถูกปฏิเสธมาแล้ว,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
35:4,5,رُسُلٌۭ,rusulun,rasul-rasul,Messengers,(misaligned/shifted),บรรดาร่อซูล,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
35:4,6,مِّن,min,dari,before you,(misaligned/shifted),จาก,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
35:4,7,قَبْلِكَ ۚ,qablika,sebelum kamu,before you,(misaligned/shifted),ก่อนหน้าเจ้า,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
35:4,8,وَإِلَى,wa-ilā,dan kepada,And to,(misaligned/shifted),และยัง,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
35:4,9,ٱللَّهِ,l-lahi,Allah,Allah,(misaligned/shifted),อัลลอฮฺ,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
35:4,10,تُرْجَعُ,tur'jaʿu,dikembalikan,return,(misaligned/shifted),จะถูกนำกลับไป,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
35:4,11,ٱلْأُمُورُ,l-umūru,segala urusan,the matters,(misaligned/shifted),กิจการทั้งมวล,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
35:8,17,تَذْهَبْ,tadhhab,kamu menghilangkan/membinasakan,go out,ให้ตัวของเจ้าต้องสูญสิ้นไป,ให้ต้องสูญสิ้นไป,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ตัวของเจ้า' from verb/phrase to establish strict 1-to-1 match
35:18,3,وَازِرَةٌۭ,wāziratun,orang yang memikul beban (berdosa),bearer of burdens,ผู้แบกภาระบาป,ผู้แบก,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ภาระบาป' from verb/phrase to establish strict 1-to-1 match
35:22,8,يُسْمِعُ,yus'miʿu,menjadikan mendengar,causes to hear,ทรงทำให้ผู้ที่,ทรงทำให้,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ผู้ที่' from verb/phrase to establish strict 1-to-1 match
35:22,11,وَمَآ,wamā,dan tidaklah,and not,ไม่สามารถ,และหาใช่ไม่ที่,ALIGNMENT_SHIFT,Re-aligned negation from Malay dan tidaklah
35:22,12,أَنتَ,anta,kamu,you,ทำให้ผู้ที่,เจ้า,ALIGNMENT_SHIFT,Re-aligned subject kamu from Malay kamu
35:22,13,بِمُسْمِعٍۢ,bimus'miʿin,dengan menjadikan mendengar,can make hear,อยู่ใน,จะเป็นผู้ทำให้ได้ยิน,ALIGNMENT_SHIFT,Re-aligned participle from Malay dengan menjadikan mendengar
35:22,14,مَّن,man,orang/siapa,(those) who,หลุมฝังศพได้ยิน,แก่ผู้ที่,ALIGNMENT_SHIFT,Re-aligned relative pronoun from Malay orang/siapa
35:22,15,فِى,fī,dalam,(are) in,หลุมฝังศพ,อยู่ใน,ALIGNMENT_SHIFT,Re-aligned preposition from Malay dalam
35:22,16,ٱلْقُبُورِ,l-qubūri,kubur,the graves,หลุมศพ,หลุมฝังศพ,ALIGNMENT_SHIFT,Re-aligned noun from Malay kubur
35:25,11,وَبِٱلزُّبُرِ,wabil-zuburi,dan dengan zubur,and with Scriptures,และด้วยคัมภีร์ต่างๆ,ต่างๆ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'และด้วยคัมภีร์' from verb/phrase to establish strict 1-to-1 match
35:27,21,وَغَرَابِيبُ,wagharābību,dan pekat,and intensely black,และสีดำสนิท,และสนิท,PHRASE_PACKING_UNPACKED,Unpacked following noun 'สีดำ' from verb/phrase to establish strict 1-to-1 match
36:42,4,مِّثْلِهِۦ,mith'lihi,seperti/serupa itu,(the) likes of it,สิ่งที่คล้ายคลึงกันกับมัน,คล้ายคลึงกันกับมัน,PHRASE_PACKING_UNPACKED,Unpacked following noun 'สิ่งที่' from verb/phrase to establish strict 1-to-1 match
36:47,13,أَنُطْعِمُ,anuṭ'ʿimu,apakah kami memberi makan,Should we feed,เราจะให้อาหารแก่ผู้ที่,เราจะให้อาหารแก่,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ผู้ที่' from verb/phrase to establish strict 1-to-1 match
37:59,2,مَوْتَتَنَا,mawtatanā,kematian kita/kami,our death,ความตายครั้งแรกของเรา,ความตายของเรา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ครั้งแรก' from verb/phrase to establish strict 1-to-1 match
37:102,23,شَآءَ,shāa,menghendaki,Allah wills,อัลลอฮฺทรงประสงค์,ทรงประสงค์,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
37:105,2,صَدَّقْتَ,ṣaddaqta,kamu telah membenarkan,you have fulfilled,เจ้าได้ทำให้ความฝันเป็นจริงแล้ว,เจ้าได้ทำให้เป็นจริงแล้ว,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ความฝัน' from verb/phrase to establish strict 1-to-1 match
37:132,2,مِنْ,min,dari/termasuk,of,(misaligned/shifted),จาก,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
37:180,2,رَبِّكَ,rabbika,Tuhanmu,(be to) your Lord,พระเจ้าของเจ้า,ของเจ้า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พระเจ้า' from verb/phrase to establish strict 1-to-1 match
38:17,11,أَوَّابٌ,awwābun,seorang yang kembali,repeatedly turning,(misaligned/shifted),ผู้หวนกลับไปหาพระองค์เสมอ,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
38:19,5,أَوَّابٌۭ,awwābun,kembali/bertaubat,repeatedly turning,(misaligned/shifted),หวนกลับไปหาพระองค์เสมอ,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
38:29,2,أَنزَلْنَٰهُ,anzalnāhu,Kami turunkannya,We have revealed it,เราประทานลงมาให้แก่เจ้า,เราประทานลงมาให้,PHRASE_PACKING_UNPACKED,Unpacked following noun 'แก่เจ้า' from verb/phrase to establish strict 1-to-1 match
38:44,14,أَوَّابٌۭ,awwābun,orang yang kembali/bertaubat,repeatedly turned,(misaligned/shifted),เป็นผู้หวนกลับไปหาพระองค์เสมอ,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
39:8,32,مِنْ,min,dari/termasuk,(are) of,(misaligned/shifted),จาก,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
39:16,11,يُخَوِّفُ,yukhawwifu,mempertakuti,threatens,อัลลอฮฺทรงทำให้หวาดกลัว,ทรงทำให้หวาดกลัว,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
39:18,8,هَدَٰهُمُ,hadāhumu,memberi petunjuk pada mereka,Allah has guided them,อัลลอฮฺทรงแนะนำพวกเขา,ทรงแนะนำพวกเขา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
39:20,18,يُخْلِفُ,yukh'lifu,menyalahi,Allah fails,อัลลอฮฺทรงผิดสัญญา,ทรงผิดสัญญา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
39:22,2,شَرَحَ,sharaḥa,melapangkan,Allah has expanded,ที่อัลลอฮฺทรงเปิด,ที่ทรงเปิด,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
39:25,5,فَأَتَٰهُمُ,fa-atāhumu,maka datang kepada mereka,so came upon them,ดังนั้น การลงโทษจึงได้มาหาพวกเขา,ดังนั้นจึงได้มาหาพวกเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'การลงโทษ' from verb/phrase to establish strict 1-to-1 match
39:26,1,فَأَذَاقَهُمُ,fa-adhāqahumu,maka merasakan kepada mereka,So Allah made them,ดังนั้น อัลลอฮฺจึงทรงทำให้พวกเขาลิ้มรส,ดังนั้นจึงทรงทำให้พวกเขาลิ้มรส,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
39:35,1,لِيُكَفِّرَ,liyukaffira,karena akan menutup,That Allah will remove,เพื่ออัลลอฮฺจะทรงลบ,เพื่อจะทรงลบ,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
39:38,23,ضُرِّهِۦٓ,ḍurrihi,bahaya-Nya,(of) harm (from) Him,ความทุกข์ของพระองค์ได้หรือ,ความทุกข์ของพระองค์ได้,PHRASE_PACKING_UNPACKED,Unpacked following noun 'หรือ' from verb/phrase to establish strict 1-to-1 match
39:40,2,يَأْتِيهِ,yatīhi,akan datang padanya,will come,การลงโทษจะมาถึงเขา,จะมาถึงเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'การลงโทษ' from verb/phrase to establish strict 1-to-1 match
39:47,1,وَلَوْ,walaw,dan jika,And if,และหากว่า,และ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'หากว่า' from verb/phrase to establish strict 1-to-1 match
39:49,8,خَوَّلْنَٰهُ,khawwalnāhu,Kami berikan kepadanya,We bestow (on) him,เราได้ประทานความโปรดปรานแก่เขา,เราได้ประทานแก่เขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ความโปรดปราน' from verb/phrase to establish strict 1-to-1 match
39:52,5,يَبْسُطُ,yabsuṭu,Dia melapangkan,extends,ทรงประทานปัจจัยยังชีพ,ทรงประทาน,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ปัจจัยยังชีพ' from verb/phrase to establish strict 1-to-1 match
39:54,9,يَأْتِيَكُمُ,yatiyakumu,akan datang kepadamu,comes to you,การลงโทษจะมาหาพวกเจ้า,จะมาหาพวกเจ้า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'การลงโทษ' from verb/phrase to establish strict 1-to-1 match
39:61,1,وَيُنَجِّى,wayunajjī,dan menyelamatkan,And Allah will deliver,และอัลลอฮฺ,และ,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
39:64,4,تَأْمُرُوٓنِّىٓ,tamurūnnī,kamu menyuruh aku,you order me,(misaligned/shifted),พวกท่านสั่งฉัน,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
39:68,13,شَآءَ,shāa,menghendaki,Allah wills,อัลลอฮฺทรงประสงค์,ทรงประสงค์,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
40:21,21,فَأَخَذَهُمُ,fa-akhadhahumu,maka mengambil/mengazab mereka,but Allah seized them,แล้วอัลลอฮฺได้ทรงลงโทษพวกเขา,แล้วได้ทรงลงโทษพวกเขา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
40:22,8,فَأَخَذَهُمُ,fa-akhadhahumu,lalu mengazab mereka,So Allah seized them,แล้วอัลลอฮฺได้ทรงลงโทษพวกเขา,แล้วได้ทรงลงโทษพวกเขา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
40:28,28,يُصِبْكُم,yuṣib'kum,akan menimpamu,(there) will strike you,บางส่วนของสิ่งที่เขาขู่พวกเจ้าไว้,ของสิ่งที่เขาขู่พวกเจ้าไว้,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บางส่วน' from verb/phrase to establish strict 1-to-1 match
40:35,17,يَطْبَعُ,yaṭbaʿu,menutup,Allah sets a seal,อัลลอฮฺทรงประทับตรา,ทรงประทับตรา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
40:45,1,فَوَقَٰهُ,fawaqāhu,maka melindungi/memeliharanya,So Allah protected him,ดังนั้นอัลลอฮฺจึงทรงปกป้องเขา,ดังนั้นจึงทรงปกป้องเขา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
40:45,9,سُوٓءُ,sūu,seburuk-buruk,(the) worst,ด้วยการลงโทษที่ชั่วช้าที่สุด,ด้วยที่ชั่วช้าที่สุด,PHRASE_PACKING_UNPACKED,Unpacked following noun 'การลงโทษ' from verb/phrase to establish strict 1-to-1 match
40:46,12,أَشَدَّ,ashadda,sangat keras,(in the) severest,สู่การลงโทษที่รุนแรงที่สุด,สู่ที่รุนแรงที่สุด,PHRASE_PACKING_UNPACKED,Unpacked following noun 'การลงโทษ' from verb/phrase to establish strict 1-to-1 match
40:47,13,فَهَلْ,fahal,maka apakah,so can,ดังนั้นพวกท่าน,ดังนั้น,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พวกท่าน' from verb/phrase to establish strict 1-to-1 match
40:49,1,وَقَالَ,waqāla,dan berkata,And will say,และบรรดาผู้ที่,และ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาผู้ที่' from verb/phrase to establish strict 1-to-1 match
40:58,1,وَمَا,wamā,dan tidaklah,And not,และไม่เท่ากัน,และไม่,PHRASE_PACKING_UNPACKED,Unpacked following noun 'เท่ากัน' from verb/phrase to establish strict 1-to-1 match
40:61,12,لَذُو,ladhū,benar-benar mempunyai,(is) Full (of) Bounty,ทรงเป็นผู้มีความโปรดปรานอย่างแท้จริง,ทรงเป็นผู้มีอย่างแท้จริง,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ความโปรดปราน' from verb/phrase to establish strict 1-to-1 match
40:74,15,يُضِلُّ,yuḍillu,menyesatkan,Allah lets go astray,ที่อัลลอฮฺทรงปล่อยให้,ที่ทรงปล่อยให้,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
40:76,6,فَبِئْسَ,fabi'sa,maka amat buruk,and wretched is,ช่างเป็นที่พำนักที่ชั่วช้าเสียจริง,ช่างเป็นที่ชั่วช้าเสียจริง,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ที่พำนัก' from verb/phrase to establish strict 1-to-1 match
40:80,9,وَعَلَيْهَا,waʿalayhā,dan diatasnya,and upon them,และบนมัน,มัน,PHRASE_PACKING_UNPACKED,Unpacked following noun 'และบน' from verb/phrase to establish strict 1-to-1 match
40:83,2,جَآءَتْهُمْ,jāathum,datang kepada mereka,came to them,บรรดารอซูลของพวกเขาได้มาหาพวกเขา,ได้มาหาพวกเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดารอซูลของพวกเขา' from verb/phrase to establish strict 1-to-1 match
41:14,2,جَآءَتْهُمُ,jāathumu,datang kepada mereka,came to them,บรรดารอซูลได้มาหาพวกเขา,ได้มาหาพวกเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดารอซูล' from verb/phrase to establish strict 1-to-1 match
41:15,13,أَوَلَمْ,awalam,ataukah tidak,Do not,พวกเขาไม่เห็นหรือว่า,หรือว่า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พวกเขาไม่เห็น' from verb/phrase to establish strict 1-to-1 match
41:26,1,وَقَالَ,waqāla,dan berkata,And said,และบรรดาผู้ที่,และ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาผู้ที่' from verb/phrase to establish strict 1-to-1 match
41:26,6,لِهَٰذَا,lihādhā,kepada ini,to this,อัลกุรอานนี้,นี้,PHRASE_PACKING_UNPACKED,Unpacked following noun 'อัลกุรอาน' from verb/phrase to establish strict 1-to-1 match
41:27,1,فَلَنُذِيقَنَّ,falanudhīqanna,maka sungguh Kami akan merasakan,But surely We will cause to taste,ดังนั้นเราจะให้บรรดาผู้ที่,ดังนั้นเราจะให้,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาผู้ที่' from verb/phrase to establish strict 1-to-1 match
41:29,1,وَقَالَ,waqāla,dan berkata,And (will) say,และบรรดาผู้ที่,และ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาผู้ที่' from verb/phrase to establish strict 1-to-1 match
41:34,3,ٱلْحَسَنَةُ,l-ḥasanatu,kebaikan,the good (deed),และไม่เท่ากัน,เท่ากัน,PHRASE_PACKING_UNPACKED,Unpacked following noun 'และไม่' from verb/phrase to establish strict 1-to-1 match
